          PartNumber       Quantity   Unit Cost  Unit Price     Total Cost    Total Price
            67167784               7        20.82        24.08          145.74          168.56
            84666631              32        28.79        34.75          921.28         1112.00
            53717044              66        16.04        20.59         1058.64         1358.94
            26923610              35        21.70        25.06          759.50          877.10
            83637016              69        27.45        31.72         1894.05         2188.68
            79195238              21        11.38        15.86          238.98          333.06
            88189478              86        15.24        19.55         1310.64         1681.30
            44560715              50        13.19        17.67          659.50          883.50
            32728517              82        15.43        19.58         1265.26         1605.56
            18977685              81        16.39        20.36         1327.59         1649.16
            61299263              98        29.11        33.01         2852.78         3234.98
            85598406              64        10.32        14.12          660.48          903.68
            77514121              29        23.08        26.38          669.32          765.02
            40160899              46        10.83        14.53          498.18          668.38
            71540862              46        25.58        30.30         1176.68         1393.80
            62159876              47        12.63        17.34          593.61          814.98
            28810429              81        29.49        33.01         2388.69         2673.81
            31050885              78        18.33        21.95         1429.74         1712.10
            56030075              46        18.62        22.81          856.52         1049.26
            70811150              90        27.85        33.48         2506.50         3013.20
            69358897              32        23.73        28.73          759.36          919.36
            59734200              12        25.75        31.22          309.00          374.64
            79153401              57        24.13        27.24         1375.41         1552.68
            38917581              77        26.47        31.07         2038.19         2392.39
            64463514               1        15.90        19.22           15.90           19.22
            44603982              11        14.04        18.87          154.44          207.57
            13045439              80        20.24        24.00         1619.20         1920.00
            28458648              97        19.67        22.73         1907.99         2204.81
            70937179              64        12.78        17.75          817.92         1136.00
            69865581              94        21.26        26.45         1998.44         2486.30
            49559225              94        21.63        27.14         2033.22         2551.16
            73833666              69        21.75        26.11         1500.75         1801.59
            37511487              37        25.77        30.34          953.49         1122.58
            41677726              77        14.76        18.57         1136.52         1429.89
            74435780              64        24.09        29.58         1541.76         1893.12
            24388225              28        17.90        22.64          501.20          633.92
            39898842               8        20.69        25.42          165.52          203.36
            62839762              93        14.75        20.19         1371.75         1877.67
            21340084              74        23.88        29.40         1767.12         2175.60
            57301383              68        15.52        21.46         1055.36         1459.28
            73556705              24        21.20        25.96          508.80          623.04
            24718062              29        24.71        30.57          716.59          886.53
            12880478              18        24.61        30.20          442.98          543.60
            62839762              93        14.75        20.19         1371.75         1877.67
            54667311              34        13.30        17.40          452.20          591.60
            31081490               1        20.71        24.06           20.71           24.06
            27270146              81        23.52        27.65         1905.12         2239.65
            44544249               3        26.55        30.19           79.65           90.57
            80955309               3        16.51        20.07           49.53           60.21
            28560733              85        29.66        34.80         2521.10         2958.00
            27176633              51        12.76        16.22          650.76          827.22
            36473623              16        15.21        19.89          243.36          318.24
            22662424               1        11.84        15.28           11.84           15.28
            76601028              28        21.49        25.62          601.72          717.36
            21552284              30        10.40        15.18          312.00          455.40
            18982295              44        21.43        25.71          942.92         1131.24
            38280325              17        12.94        16.01          219.98          272.17
            31353041              28        21.82        27.67          610.96          774.76
            52715440              86        16.72        20.05         1437.92         1724.30
            64002588              59        20.18        24.44         1190.62         1441.96
            21552284              30        10.40        15.18          312.00          455.40
            52968876              99        11.77        17.62         1165.23         1744.38
            78023688              28        29.67        35.41          830.76          991.48
            31353041              28        21.82        27.67          610.96          774.76
            59474045              55        11.99        16.72          659.45          919.60
            71387635              81        14.74        17.92         1193.94         1451.52
            88046718              25        22.56        27.49          564.00          687.25
            36760711              52        18.94        23.46          984.88         1219.92
            78407458               4        16.28        21.33           65.12           85.32
            12949685               6        26.89        30.96          161.34          185.76
            14578137              41        16.99        21.27          696.59          872.07
            46288741              98        26.86        32.62         2632.28         3196.76
            43891580              46        11.44        16.13          526.24          741.98
            88046718              25        22.56        27.49          564.00          687.25
            14947415              10        16.17        21.10          161.70          211.00
            79334055              46        26.54        30.77         1220.84         1415.42
            86232263              80        11.06        14.93          884.80         1194.40
            44481271              78        27.03        32.21         2108.34         2512.38
            18398033              13        29.16        32.22          379.08          418.86
            59802180              33        13.26        17.79          437.58          587.07
            68262175              92        19.83        24.50         1824.36         2254.00
            12949685               6        26.89        30.96          161.34          185.76
            83740526              23        19.56        22.59          449.88          519.57
            80437590              89        12.47        17.70         1109.83         1575.30
            51080942              56        23.57        29.09         1319.92         1629.04
            72591229              27        15.58        20.41          420.66          551.07
            49142030              36        23.15        28.01          833.40         1008.36
            23132529              24        24.77        28.34          594.48          680.16
            83582158              67        22.44        26.30         1503.48         1762.10
            69730813              84        12.39        17.64         1040.76         1481.76
            37511487              37        25.77        30.34          953.49         1122.58
            27572106              22        25.71        31.56          565.62          694.32
            73324460              35        13.12        18.60          459.20          651.00
            27572106              22        25.71        31.56          565.62          694.32
            43984612              76        25.76        31.51         1957.76         2394.76
            23842706              77        10.92        14.54          840.84         1119.58
            76254359              49        10.58        14.73          518.42          721.77
            31650412              77        28.82        32.43         2219.14         2497.11
            49300488              61        10.69        16.28          652.09          993.08
            80101873              62        28.13        32.28         1744.06         2001.36
            23842706              77        10.92        14.54          840.84         1119.58
            71327423              62        27.16        31.77         1683.92         1969.74
            58810322               4        19.17        25.03           76.68          100.12
            63798705              29        25.13        30.85          728.77          894.65
            49045379              25        14.14        19.04          353.50          476.00
            16643747              76        20.80        26.65         1580.80         2025.40
            43436020              40        25.86        30.99         1034.40         1239.60
            81106814               9        12.55        17.38          112.95          156.42
            51138886              14        29.87        34.45          418.18          482.30
            77435552              39        12.08        17.33          471.12          675.87
            70401508              98        28.82        34.04         2824.36         3335.92
            32407988              15        28.85        34.65          432.75          519.75
            77445705              30        29.18        33.65          875.40         1009.50
            54667311              34        13.30        17.40          452.20          591.60
            85699860              21        20.28        23.37          425.88          490.77
            44137228              61        23.26        27.46         1418.86         1675.06
            39341800              25        24.32        29.58          608.00          739.50
            77803747              70        26.72        29.74         1870.40         2081.80
            46132369              64        28.23        32.34         1806.72         2069.76
            55396347              65        12.49        18.04          811.85         1172.60
            69855441              96        15.56        18.77         1493.76         1801.92
            50040763              32        14.71        20.02          470.72          640.64
            86414890              27        10.02        14.42          270.54          389.34
            86767861              93        16.94        22.43         1575.42         2085.99
            35304393              38        29.75        33.66         1130.50         1279.08
            86457838              45        22.84        25.86         1027.80         1163.70
            58045576              64        10.51        16.20          672.64         1036.80
            44493871              38        21.74        24.88          826.12          945.44
            66910032              10        12.87        17.11          128.70          171.10
            65537294              64        21.96        27.57         1405.44         1764.48
            36020570              22        15.27        19.78          335.94          435.16
            15276046              96        15.72        19.42         1509.12         1864.32
            56884152               4        15.70        21.26           62.80           85.04
            35141667              98        21.15        26.43         2072.70         2590.14
            50134836               8        27.71        31.48          221.68          251.84
            72247784              90        11.52        17.26         1036.80         1553.40
            77085365              41        22.53        26.66          923.73         1093.06
            80084832              35        23.91        28.79          836.85         1007.65
            50743173              92        24.91        29.66         2291.72         2728.72
            19103941              66        25.55        28.79         1686.30         1900.14
            31803679              94        23.14        26.61         2175.16         2501.34
            19784361               6        18.19        21.20          109.14          127.20
            81982758              56        10.68        14.84          598.08          831.04
            82887766              39        16.82        21.55          655.98          840.45
            76076746              64        15.72        19.29         1006.08         1234.56
            34189844              93        16.77        20.93         1559.61         1946.49
            79891110               8        10.47        16.15           83.76          129.20
            29022294              63        14.43        18.23          909.09         1148.49
            45117011             100        19.02        24.56         1902.00         2456.00
            37761798              48        13.31        17.97          638.88          862.56
            86202831              47        29.26        35.23         1375.22         1655.81
            70178351               1        19.18        24.56           19.18           24.56
            28166727               8        17.58        23.34          140.64          186.72
            47533952              96        11.85        15.79         1137.60         1515.84
            28560733              85        29.66        34.80         2521.10         2958.00
            14379934              45        29.70        33.17         1336.50         1492.65
            54036898              68        10.71        13.78          728.28          937.04
            41721415              31        12.02        17.97          372.62          557.07
            76601028              28        21.49        25.62          601.72          717.36
            72660734              37        22.74        27.19          841.38         1006.03
            88491828              34        29.57        34.24         1005.38         1164.16
            64002588              59        20.18        24.44         1190.62         1441.96
            30418386              42        23.72        28.11          996.24         1180.62
            37055841              87        19.81        24.45         1723.47         2127.15
            28342656               2        26.18        30.82           52.36           61.64
            18422552             100        22.06        27.26         2206.00         2726.00
            65915441              71        18.19        24.01         1291.49         1704.71
            78023688              28        29.67        35.41          830.76          991.48
            41818150              51        13.22        18.99          674.22          968.49
            49265048              58        13.50        18.90          783.00         1096.20
            18082546              53        23.34        29.03         1237.02         1538.59
            66028170              21        17.59        23.57          369.39          494.97
            78407458               4        16.28        21.33           65.12           85.32
            32827437               8        20.49        24.73          163.92          197.84
            43849621              22        20.16        23.82          443.52          524.04
            40171345              51        17.93        21.06          914.43         1074.06
            15963630               5        29.36        32.93          146.80          164.65
            15495526              36        16.20        20.47          583.20          736.92
            31761910              89        17.84        23.01         1587.76         2047.89
            46288741              98        26.86        32.62         2632.28         3196.76
            17461679              54        10.76        16.74          581.04          903.96
            75529079              28        29.27        33.08          819.56          926.24
            14947415              10        16.17        21.10          161.70          211.00
            69384947              99        12.41        16.75         1228.59         1658.25
            16618211              24        17.44        20.78          418.56          498.72
            77430412              70        29.20        34.45         2044.00         2411.50
            88452976              45        13.45        17.83          605.25          802.35
            53741016              54        23.69        27.10         1279.26         1463.40
            41989446              16        22.21        27.26          355.36          436.16
            66314342              42        21.79        27.58          915.18         1158.36
            59802180              33        13.26        17.79          437.58          587.07
            56044625              77        26.84        30.00         2066.68         2310.00
            80437590              89        12.47        17.70         1109.83         1575.30
            66955027              45        26.73        30.99         1202.85         1394.55
            22442765              20        14.24        18.39          284.80          367.80
            60123854              80        22.90        26.34         1832.00         2107.20
            31665020              26        15.76        18.78          409.76          488.28
            50019335              63        18.86        23.04         1188.18         1451.52
            22231544              65        23.11        28.16         1502.15         1830.40
            21340084              74        23.88        29.40         1767.12         2175.60
            39941194              44        19.12        23.33          841.28         1026.52
            32945551              21        21.25        26.10          446.25          548.10
            14599689              68        21.52        26.55         1463.36         1805.40
            23375463              13        15.85        20.15          206.05          261.95
            40095023              62        18.63        24.31         1155.06         1507.22
            11587650              37        10.76        14.92          398.12          552.04
            15431795              95        15.33        19.15         1456.35         1819.25
            68849001              21        11.90        15.56          249.90          326.76
            80203561               4        28.03        32.89          112.12          131.56
            75630018              41        10.08        15.68          413.28          642.88
            68458253              17        18.28        21.32          310.76          362.44
            60289116               3        14.50        18.91           43.50           56.73
            88563106              11        11.74        16.01          129.14          176.11
            34311148              62        12.77        18.19          791.74         1127.78
            31187804              66        20.23        25.46         1335.18         1680.36
            15039599               1        21.53        26.95           21.53           26.95
            16768461              35        10.07        15.28          352.45          534.80
            39347416              68        18.06        23.68         1228.08         1610.24
            44544249               3        26.55        30.19           79.65           90.57
            49263193              93        29.39        34.89         2733.27         3244.77
            88301639              13        23.37        27.32          303.81          355.16
            36733364              69        29.72        35.59         2050.68         2455.71
            84666631              32        28.79        34.75          921.28         1112.00
            54979164              83        21.06        25.15         1747.98         2087.45
            58038988              62        13.42        17.69          832.04         1096.78
            34092153               3        23.76        29.20           71.28           87.60
            54221156              93        13.04        18.12         1212.72         1685.16
            53016903              16        11.19        15.79          179.04          252.64
            42884653              91        15.56        19.32         1415.96         1758.12
            44560715              50        13.19        17.67          659.50          883.50
            18870895              77        22.80        26.50         1755.60         2040.50
            34763532              86        15.68        21.17         1348.48         1820.62
            77514121              29        23.08        26.38          669.32          765.02
            72874936               5        18.34        22.96           91.70          114.80
            22971931              40        17.84        23.59          713.60          943.60
            43051474              81        20.39        25.20         1651.59         2041.20
            11531675              85        10.99        16.11          934.15         1369.35
            15555649              71        18.67        22.08         1325.57         1567.68
            74497902              82        20.00        23.21         1640.00         1903.22
            35539581              17        16.74        22.13          284.58          376.21
            37195393              94        25.99        29.97         2443.06         2817.18
            56827836              55        15.74        20.17          865.70         1109.35
            79900665              22        21.35        24.99          469.70          549.78
            50036717               8        24.69        28.73          197.52          229.84
            69855441              96        15.56        18.77         1493.76         1801.92
            52614745              37        22.62        28.25          836.94         1045.25
            67167784               7        20.82        24.08          145.74          168.56
            54366510              24        13.73        18.58          329.52          445.92
            49996948              32        21.50        26.64          688.00          852.48
            12880478              18        24.61        30.20          442.98          543.60
            70811150              90        27.85        33.48         2506.50         3013.20
            31641263              48        20.95        26.17         1005.60         1256.16
            36473623              16        15.21        19.89          243.36          318.24
            79153401              57        24.13        27.24         1375.41         1552.68
            59189425              89        22.54        27.43         2006.06         2441.27
            29257517              83        10.76        13.93          893.08         1156.19
            82258988              50        17.04        20.76          852.00         1038.00
            44603982              11        14.04        18.87          154.44          207.57
            29691501              57        22.78        28.28         1298.46         1611.96
            69730813              84        12.39        17.64         1040.76         1481.76
            36990628              49        28.67        33.09         1404.83         1621.41
            70937179              64        12.78        17.75          817.92         1136.00
            34751590              46        12.60        16.52          579.60          759.92
            62111634               1        16.41        19.97           16.41           19.97
            21094940              53        12.59        17.31          667.27          917.43
            60683021               2        18.36        23.75           36.72           47.50
            66125098              44        22.44        28.41          987.36         1250.04
            57630177              38        26.52        29.81         1007.76         1132.78
            18977685              81        16.39        20.36         1327.59         1649.16
            35537534              60        27.18        32.16         1630.80         1929.60
            74877073              90        19.64        22.65         1767.60         2038.50
            50317035              30        22.64        25.68          679.20          770.40
            75724437              74        23.26        26.87         1721.24         1988.38
            57667879              22        16.21        22.04          356.62          484.88
            78629863               8        24.51        28.31          196.08          226.48
            43548519              44        13.50        16.95          594.00          745.80
            56411306              64        10.97        16.64          702.08         1064.96
            79902221              71        22.07        25.66         1566.97         1821.86
            23026496              35        20.95        24.90          733.25          871.50
            39458442              23        20.49        26.06          471.27          599.38
            74375297              31        12.28        18.21          380.68          564.51
            39635549               8        28.02        33.32          224.16          266.56
            73638310              31        14.74        19.35          456.94          599.85
            80858072              98        13.32        16.89         1305.36         1655.22
            21523085              56        18.54        22.90         1038.24         1282.40
            22307784              99        14.22        19.97         1407.78         1977.03
            71529535              21        27.36        31.04          574.56          651.84
            66992188              85        29.40        33.97         2499.00         2887.45
            69358897              32        23.73        28.73          759.36          919.36
            54404663              50        25.23        29.16         1261.50         1458.00
            81982758              56        10.68        14.84          598.08          831.04
            40299841              50        28.50        31.89         1425.00         1594.50
            28458648              97        19.67        22.73         1907.99         2204.81
            24955147             100        15.08        20.76         1508.00         2076.00
            24718062              29        24.71        30.57          716.59          886.53
            24388225              28        17.90        22.64          501.20          633.92
            38944334              93        13.73        18.51         1276.89         1721.43
            57739204               1        23.02        27.52           23.02           27.52
            28232368              63        19.07        23.98         1201.41         1510.74
            71327423              62        27.16        31.77         1683.92         1969.74
            86578282              36        29.59        33.51         1065.24         1206.36
            81781879              98        21.13        24.15         2070.74         2366.70
            79170842              16        29.59        34.75          473.44          556.00
            14375908              58        15.24        19.87          883.92         1152.46
            47553915              25        19.60        25.24          490.00          631.00
            51138886              14        29.87        34.45          418.18          482.30
            64853503              41        12.51        16.82          512.91          689.62
            42145649              30        19.23        24.90          576.90          747.00
            13258730              62        19.61        24.99         1215.82         1549.38
            49559225              94        21.63        27.14         2033.22         2551.16
            32913509              42        11.94        16.43          501.48          690.06
            72587977              76        24.53        29.75         1864.28         2261.00
            35390230              73        26.80        31.99         1956.40         2335.27
            25725760              15        26.82        32.17          402.30          482.55
            74543762              61        12.57        16.86          766.77         1028.46
            78039357              82        16.45        22.40         1348.90         1836.80
            36386359              60        12.09        17.21          725.40         1032.60
            39421903              19        10.45        16.29          198.55          309.51
            81946005              22        19.90        24.29          437.80          534.38
            40176566              78        23.29        29.24         1816.62         2280.72
            75268158              29        13.03        18.84          377.87          546.36
            73556705              24        21.20        25.96          508.80          623.04
            35631998              79        25.89        29.56         2045.31         2335.24
            28166727               8        17.58        23.34          140.64          186.72
            31081490               1        20.71        24.06           20.71           24.06
            26383509              27        22.91        27.15          618.57          733.05
            84179853              47        12.93        18.61          607.71          874.67
            52715440              86        16.72        20.05         1437.92         1724.30
            34171236              19        24.01        29.29          456.19          556.51
            31650412              77        28.82        32.43         2219.14         2497.11
            36760711              52        18.94        23.46          984.88         1219.92
            24467721               3        15.72        21.71           47.16           65.13
            16643747              76        20.80        26.65         1580.80         2025.40
            60360685              42        28.86        33.14         1212.12         1391.88
            73831091              86        25.67        30.20         2207.62         2597.20
            56953445              35        21.16        25.85          740.60          904.75
            43771833              50        18.24        21.52          912.00         1076.00
            53972005              43        22.81        28.51          980.83         1225.93
            34389249              83        17.68        22.58         1467.44         1874.14
            32216703              97        23.12        28.83         2242.64         2796.51
            81138617              46        15.15        19.76          696.90          908.96
            83762728              45        22.25        25.31         1001.25         1138.95
            56222908              32        15.37        20.22          491.84          647.04
            35342162              75        29.91        34.65         2243.25         2598.75
            83582158              67        22.44        26.30         1503.48         1762.10
            27176633              51        12.76        16.22          650.76          827.22
            67317709              16        10.27        15.03          164.32          240.48
            35262107               8        14.46        19.91          115.68          159.28
            18982295              44        21.43        25.71          942.92         1131.24
            49493175              39        14.55        19.03          567.45          742.17
            23180207              23        21.63        25.79          497.49          593.17
            84623811               2        15.66        20.90           31.32           41.80
            15183855              18        24.59        29.80          442.62          536.40
            76147512              40        24.26        27.40          970.40         1096.00
            63706075              21        15.39        21.26          323.19          446.46
            14698138              39        15.68        21.08          611.52          822.12
            71387635              81        14.74        17.92         1193.94         1451.52
            22217524              54        10.94        15.56          590.76          840.24
            83391843              30        20.31        23.67          609.30          710.10
            14578137              41        16.99        21.27          696.59          872.07
            25372090              93        17.27        22.99         1606.11         2138.07
            68324629               6        24.98        30.61          149.88          183.66
            79334055              46        26.54        30.77         1220.84         1415.42
            58445058               2        21.96        27.41           43.92           54.82
            33686751              46        20.10        23.74          924.60         1092.04
            18398033              13        29.16        32.22          379.08          418.86
            29884085              52        26.47        30.46         1376.44         1583.92
            56664402              75        12.40        15.93          930.00         1194.75
            83740526              23        19.56        22.59          449.88          519.57
            54756389               6        10.30        13.48           61.80           80.88
            60384491              55        28.17        32.53         1549.35         1789.15
            41610696               9        14.03        17.30          126.27          155.70
            50295179              88        23.09        28.10         2031.92         2472.80
            88491828              34        29.57        34.24         1005.38         1164.16
            83234292              26        23.80        29.24          618.80          760.24
            74627727              31        23.93        28.06          741.83          869.86
            88304184              84        18.55        23.14         1558.20         1943.76
            64382696              86        15.98        20.57         1374.28         1769.02
            22662424               1        11.84        15.28           11.84           15.28
            43984612              76        25.76        31.51         1957.76         2394.76
            49045379              25        14.14        19.04          353.50          476.00
            55344433              71        29.00        34.35         2059.00         2438.85
            44481271              78        27.03        32.21         2108.34         2512.38
            81106814               9        12.55        17.38          112.95          156.42
            86012790               1        11.18        15.75           11.18           15.75
            71540862              46        25.58        30.30         1176.68         1393.80
            16224831              41        11.63        16.47          476.83          675.27
            63173268               9        15.25        18.46          137.25          166.14
            52968876              99        11.77        17.62         1165.23         1744.38
            77643941              27        13.18        16.62          355.86          448.74
            53518629              69        11.66        17.49          804.54         1206.81
            44137228              61        23.26        27.46         1418.86         1675.06
            68740451               3        10.94        16.14           32.82           48.42
            43210345              76        11.33        14.55          861.08         1105.80
            21098319              27        16.73        20.84          451.71          562.68
            86767861              93        16.94        22.43         1575.42         2085.99
            50134836               8        27.71        31.48          221.68          251.84
            58045576              64        10.51        16.20          672.64         1036.80
            19784361               6        18.19        21.20          109.14          127.20
            66698657              48        16.13        21.83          774.24         1047.84
            74435780              64        24.09        29.58         1541.76         1893.12
            84777768              66        11.40        14.53          752.40          958.98
            11458375             100        18.51        21.68         1851.00         2168.00
            58609625               1        23.58        27.78           23.58           27.78
            83980353              56        20.50        25.99         1148.00         1455.44
            34850784              89        12.43        15.68         1106.27         1395.52
            80101873              62        28.13        32.28         1744.06         2001.36
            46621097              48        26.37        29.84         1265.76         1432.32
            62481686              38        27.38        31.15         1040.44         1183.70
            73657743              49        19.68        23.46          964.32         1149.54
            17692750              97        18.54        23.26         1798.38         2256.22
            49013255              89        18.32        24.27         1630.48         2160.03
            62028894              95        28.44        33.25         2701.80         3158.75
            18059483              19        13.66        17.57          259.54          333.83
            39898842               8        20.69        25.42          165.52          203.36
            58339617              68        13.73        18.72          933.64         1272.96
            64349453              14        18.46        23.84          258.44          333.76
            87951178              60        18.19        23.37         1091.40         1402.20
            43941327              31        12.59        16.54          390.29          512.74
            43891580              46        11.44        16.13          526.24          741.98
            42978025              89        27.65        33.36         2460.85         2969.04
            68262175              92        19.83        24.50         1824.36         2254.00
            85525597              18        17.05        22.42          306.90          403.56
            36511952              85        13.32        17.87         1132.20         1518.95
            51080942              56        23.57        29.09         1319.92         1629.04
            72216160               2        10.67        14.72           21.34           29.44
            23132529              24        24.77        28.34          594.48          680.16
            38932471              34        12.93        17.33          439.62          589.22
            71733835              17        22.36        25.67          380.12          436.39
            80581530              95        11.64        15.99         1105.80         1519.05
            47216256              83        24.21        30.02         2009.43         2491.66
            28062267              47        14.68        18.06          689.96          848.82
            85699185              26        13.43        19.23          349.18          499.98
            71351528              91        18.02        21.76         1639.82         1980.16
            46318094              53        13.39        18.74          709.67          993.22
            35303316              84        10.96        14.03          920.64         1178.52
            37303335              98        14.00        19.04         1372.00         1865.92
            56884152               4        15.70        21.26           62.80           85.04
            55396347              65        12.49        18.04          811.85         1172.60
            77189549              21        21.15        24.64          444.15          517.44
            27470967              10        16.17        20.36          161.70          203.60
            36020570              22        15.27        19.78          335.94          435.16
            78206035              11        25.00        30.19          275.00          332.09
            65537294              64        21.96        27.57         1405.44         1764.48
            78907535              46        22.91        27.32         1053.86         1256.72
            31917171              58        23.27        27.29         1349.66         1582.82
            55842246              48        15.98        21.43          767.04         1028.64
            38561693              47        18.00        22.00          846.00         1034.00
            26782989              32        17.16        20.93          549.12          669.76
            15431795              95        15.33        19.15         1456.35         1819.25
            22142782              41        17.65        21.80          723.65          893.80
            50019335              63        18.86        23.04         1188.18         1451.52
            76427814              70        21.25        24.36         1487.50         1705.20
            49336268              99        15.02        18.51         1486.98         1832.49
            75541722              78        22.80        25.97         1778.40         2025.66
            11303142              47        10.56        16.35          496.32          768.45
            23375463              13        15.85        20.15          206.05          261.95
            63689991              40        26.49        31.87         1059.60         1274.80
            68849001              21        11.90        15.56          249.90          326.76
            17327188              41        23.79        28.18          975.39         1155.38
            84666631              32        28.79        34.75          921.28         1112.00
            47578754              90        26.20        30.44         2358.00         2739.60
            52700852              67        28.70        31.79         1922.90         2129.93
            54221156              93        13.04        18.12         1212.72         1685.16
            22877827               6        16.46        21.19           98.76          127.14
            60289116               3        14.50        18.91           43.50           56.73
            72591229              27        15.58        20.41          420.66          551.07
            15039599               1        21.53        26.95           21.53           26.95
            44560715              50        13.19        17.67          659.50          883.50
            70811150              90        27.85        33.48         2506.50         3013.20
            31396612              63        15.52        21.11          977.76         1329.93
            79153401              57        24.13        27.24         1375.41         1552.68
            23026496              35        20.95        24.90          733.25          871.50
            77514121              29        23.08        26.38          669.32          765.02
